Name,Known As,Born,Career,Matches,Inns,Runs,100s,HS,Bat Avg,Wkts,4W,Bowl Avg,E/R,Best,Country,Format
M D Gunathilaka*,Danushka Gunathilaka,17/03/1991,2015-,47,46,1601,2,133*,35.58,8,0,46.38,5.54,3/48,SRL,O
A A W Gunawardene,Aruna Gunawardene,31/03/1969,1994-1994,1,1,2,0,2*,2.00,0,0,-,-,,SRL,O
D A Gunawardene,Avishka Gunawardene,26/05/1977,1998-2006,61,61,1708,1,132*,28.47,0,0,-,-,,SRL,O
A P Gurusinha,Asanka Gurusinha,16/09/1966,1985-1996,147,143,3902,2,117,28.28,26,0,52.08,5.13,2/25,SRL,O
U C Hathurusingha,Chandika Hathurusingha,13/09/1968,1992-1999,35,33,669,0,66*,20.91,14,1,50.64,4.46,4/57,SRL,O
M A D I Hemantha*,Dushan Hemantha,24/05/1994,2023-,5,4,39,0,22*,19.50,2,0,96.50,5.51,2/49,SRL,O
H M R K B Herath,Rangana Herath,19/03/1978,2004-2015,71,30,140,0,17,9.33,74,1,31.92,4.37,4/20,SRL,O
P D Heyn,Peter Heyn,26/06/1945,1975-1975,2,2,3,0,2*,1.50,0,0,-,-,,SRL,O
W S Jayantha,W Jayantha,26/01/1974,2004-2004,17,17,400,0,74,26.67,0,0,-,5.02,0/1,SRL,O
P S Jayaprakashdaran,Pradeep Jayaprakashdaran,13/01/1984,2005-2005,1,0,0,0,0*,0.00,1,0,21.00,3.50,1/21,SRL,O
R S A Jayasekera,Rohan Jayasekera,07/12/1957,1982-1982,2,1,17,0,17*,17.00,0,0,-,-,,SRL,O
S A Jayasinghe,Sunil Jayasinghe,15/03/1955,1979-1979,2,1,1,0,1*,1.00,0,0,-,-,,SRL,O
G S N F G Jayasuriya,Shehan Jayasuriya,12/09/1991,2015-2019,12,10,195,0,96*,21.67,3,0,92.33,5.33,1/15,SRL,O
N G R P Jayasuriya*,Prabath Jayasuriya,05/11/1991,2018-2018,2,2,11,0,11,11.00,0,0,-,5.94,0/42,SRL,O
S T Jayasuriya,Sanath Jayasuriya,30/06/1969,1989-2011,441,429,13364,28,189*,32.52,320,12,36.68,4.78,6/29,SRL,O
D P M D Jayawardene,Mahela Jayawardene,27/05/1977,1998-2015,443,413,12381,18,144*,33.02,8,0,68.00,5.64,2/56,SRL,O
H A P W Jayawardene,Prasanna Jayawardene,09/10/1979,2003-2007,6,5,27,0,20*,5.40,0,0,-,-,,SRL,O
P Jayawickrama*,Praveen Jayawickrama,30/09/1998,2021-2021,5,3,7,0,4*,7.00,5,0,35.40,5.36,3/59,SRL,O
S Jeganathan,Sridharan Jeganathan,11/01/1951,1983-1988,5,4,25,0,20,8.33,5,0,41.60,4.52,2/45,SRL,O
V B John,Vinothen John,27/05/1960,1982-1987,45,19,84,0,15*,9.33,34,0,48.68,4.30,3/28,SRL,O
R S Kalpage,Ruwan Kalpage,19/02/1970,1992-1999,86,69,844,0,51*,20.59,73,2,40.75,4.51,4/36,SRL,O
L W Kaluperuma,Lalith Kaluperuma,25/05/1949,1975-1982,4,3,33,0,14,0.00,2,0,68.50,3.95,1/35,SRL,O
S M S Kaluperuma,Sanath Kaluperuma,22/10/1961,1988-1988,2,2,11,0,7*,5.50,0,0,-,3.00,0/3,SRL,O
R S Kaluwitharana,Romesh Kaluwitharana,24/11/1969,1990-2004,189,181,3711,2,102,22.22,0,0,-,-,,SRL,O
S H T Kandamby,Thilina Kandamby,04/06/1982,2004-2014,39,36,870,0,93,29.00,2,0,86.50,5.97,2/37,SRL,O
C K Kapugedera,Chamara Kapugedera,24/02/1987,2006-2017,102,84,1624,0,95*,21.09,2,0,112.50,5.11,1/24,SRL,O
S H U Karnain,Shaul Karnain,11/08/1962,1984-1990,19,17,229,0,41,19.08,16,1,31.56,4.77,5/26,SRL,O
C Karunaratne*,Chamika Karunaratne,29/05/1996,2021-,26,24,451,0,75*,25.06,24,1,31.71,5.64,4/43,SRL,O
