Name,Known As,Born,Career,Matches,Inns,Runs,100s,HS,Bat Avg,Wkts,4W,Bowl Avg,E/R,Best,Country,Format
P Dharmani,Pankaj Dharmani,27/09/1974,1996-1996,1,1,8,0,8*,8.00,0,0,-,-,,IND,O
R Dhawan,Rishi Dhawan,19/02/1990,2016-2016,3,2,12,0,9*,12.00,1,0,160.00,6.40,1/74,IND,O
S Dhawan*,Shikhar Dhawan,05/12/1985,2010-,167,164,6793,17,143*,44.11,0,0,-,-,,IND,O
M S Dhoni,M S Dhoni,07/07/1981,2004-2019,347,294,10599,9,183,50.23,1,0,31.00,5.17,1/14,IND,O
S S Dighe,Sameer Dighe,08/10/1968,2000-2001,23,17,256,0,94,23.27,0,0,-,-,,IND,O
A B Dinda,Ashok Dinda,25/03/1984,2010-2013,13,5,21,0,16*,4.20,12,0,51.00,6.18,2/44,IND,O
D R Doshi,Dilip Doshi,22/12/1947,1980-1982,15,5,9,0,5,3.00,22,2,23.82,3.97,4/30,IND,O
R Dravid,Rahul Dravid,11/01/1973,1996-2011,340,314,10768,12,153*,39.16,4,0,42.50,5.48,2/43,IND,O
S Dube*,Shivam Dube,26/06/1993,2019-,4,4,43,0,25*,10.75,1,0,106.00,5.94,1/19,IND,O
F M Engineer,Farokh Engineer,25/02/1938,1974-1975,5,4,114,0,54,38.00,0,0,-,-,,IND,O
F Y Fazal,Faiz Fazal,07/09/1985,2016-2016,1,1,55,0,55,0.00,0,0,-,-,,IND,O
A D Gaekwad,Anshuman Gaekwad,23/09/1952,1975-1987,15,14,269,0,78,20.69,1,0,39.00,4.88,1/39,IND,O
R D Gaikwad*,Ruturaj Gaikwad,31/01/1997,2022-,6,6,115,0,71*,19.17,0,0,-,-,,IND,O
G Gambhir,Gautam Gambhir,14/10/1981,2003-2013,147,143,5238,11,150,39.68,0,0,-,13.00,0/13,IND,O
D J Gandhi,Devang Gandhi,06/09/1971,1999-2000,3,3,49,0,30*,16.33,0,0,-,-,,IND,O
D Ganesh,Doddanarasiah Ganesh,30/06/1973,1997-1997,1,1,4,0,4*,4.00,1,0,20.00,4.00,1/20,IND,O
S C Ganguly,Sourav Ganguly,08/07/1972,1992-2007,308,297,11221,22,183*,40.95,100,3,38.35,5.06,5/16,IND,O
R S Gavaskar,Rohan Gavaskar,20/02/1976,2004-2004,11,10,151,0,54*,18.88,1,0,74.00,6.17,1/56,IND,O
S M Gavaskar,Sunil Gavaskar,10/07/1949,1974-1987,108,102,3092,1,103,35.14,1,0,25.00,7.50,1/10,IND,O
R S Ghai,Rajinder Ghai,12/06/1960,1984-1986,6,1,1,0,1*,1.00,3,0,86.67,5.67,1/38,IND,O
K D Ghavri,Karsan Ghavri,28/02/1951,1975-1981,19,16,114,0,20*,11.40,15,0,47.20,4.11,3/40,IND,O
M Gony,Manpreet Gony,04/01/1984,2008-2008,2,0,0,0,0*,0.00,2,0,38.00,5.85,2/65,IND,O
K Gowtham,Krishnappa Gowtham,20/10/1988,2021-2021,1,1,2,0,2*,2.00,1,0,49.00,6.13,1/49,IND,O
Gurkeerat Singh,Gurkeerat Singh Mann,29/06/1990,2016-2016,3,3,13,0,8*,6.50,0,0,-,6.80,0/17,IND,O
Gursharan Singh,Gursharan Singh,08/03/1963,1990-1990,1,1,4,0,4*,4.00,0,0,-,-,,IND,O
Harbhajan Singh,Harbhajan Singh,03/07/1980,1998-2015,234,126,1213,0,49*,13.33,265,5,33.48,4.31,5/31,IND,O
Harvinder Singh,Harvinder Singh,23/12/1977,1997-2001,16,5,6,0,3,1.50,24,0,25.38,5.33,3/44,IND,O
N D Hirwani,Narendra Hirwani,18/10/1968,1988-1992,18,7,8,0,4*,2.00,23,3,31.26,4.49,4/43,IND,O
D J Hooda*,Deepak Hooda,19/04/1995,2022-,10,7,153,0,33*,25.50,3,0,39.67,4.76,1/6,IND,O
Ishan Kishan*,Ishan Kishan,18/07/1998,2021-,27,24,933,1,210*,42.41,0,0,-,-,,IND,O
S S Iyer*,Shreyas Iyer,06/12/1994,2017-,70,65,2845,5,128,48.22,0,0,-,6.32,0/1,IND,O
V R Iyer,Venkatesh Iyer,25/12/1994,2022-2022,2,2,24,0,22*,12.00,0,0,-,5.60,0/28,IND,O
A Jadeja,Ajay Jadeja,01/02/1971,1992-2000,196,179,5359,6,119*,37.48,20,0,54.70,5.27,3/3,IND,O
R A Jadeja*,Ravindra Jadeja,06/12/1988,2009-,204,137,2806,0,87*,32.63,231,9,35.41,4.85,5/33,IND,O
K M Jadhav,Kedar Jadhav,26/03/1985,2014-2020,73,52,1389,2,120*,42.09,27,0,37.78,5.16,3/23,IND,O
W Jaffer,Wasim Jaffer,16/02/1978,2006-2006,2,2,10,0,10*,5.00,0,0,-,-,,IND,O
Y B K Jaiswal*,Yashasvi Jaiswal,28/12/2001,2025-2025,1,1,15,0,15*,15.00,0,0,-,-,,IND,O
Joginder Sharma,Joginder Sharma,23/10/1983,2004-2007,4,3,35,0,29,35.00,1,0,115.00,4.60,1/28,IND,O
S B Joshi,Sunil Joshi,06/06/1969,1996-2001,69,45,584,0,61,17.18,69,2,36.36,4.45,5/6,IND,O
M Kaif,Mohammad Kaif,01/12/1980,2002-2006,125,110,2753,2,111,32.01,0,0,-,-,,IND,O
A V Kale,Abhijit Kale,03/07/1973,2003-2003,1,1,10,0,10*,10.00,0,0,-,-,,IND,O
V G Kambli,Vinod Kambli,18/01/1972,1991-2000,104,97,2477,2,106*,32.59,1,0,7.00,10.50,1/7,IND,O
H H Kanitkar,Hrishikesh Kanitkar,14/11/1974,1997-2000,34,27,339,0,57*,17.84,17,0,47.24,4.79,2/22,IND,O
Kapil Dev,Kapil Dev,06/01/1959,1978-1994,225,198,3783,1,175,23.79,253,4,27.45,3.72,5/43,IND,O
A R Kapoor,Aashish Kapoor,25/03/1971,1995-2000,17,6,43,0,19*,7.17,8,0,76.50,4.08,2/33,IND,O
S Karim,Saba Karim,14/11/1967,1997-2000,34,27,362,0,55*,15.74,0,0,-,-,,IND,O
K D Karthik*,Dinesh Karthik,01/06/1985,2004-2019,94,79,1752,0,79*,30.21,0,0,-,-,,IND,O
M Kartik,Murali Kartik,11/09/1976,2002-2007,37,14,126,0,32,14.00,37,1,43.57,5.07,6/27,IND,O
S Kaul,Siddarth Kaul,19/05/1990,2018-2018,3,2,1,0,1*,0.50,0,0,-,6.63,0/58,IND,O
Z Khan,Zaheer Khan,07/10/1978,2000-2012,194,96,753,0,34,11.58,269,8,30.12,4.95,5/42,IND,O
S C Khanna,Surinder Khanna,03/06/1956,1979-1984,10,10,176,0,56*,22.00,0,0,-,-,,IND,O
G K Khoda,Gagan Khoda,24/10/1974,1998-1998,2,2,115,0,89*,57.50,0,0,-,-,,IND,O
A R Khurasiya,Amay Khurasiya,18/05/1972,1999-2001,12,11,149,0,57*,13.55,0,0,-,-,,IND,O
S M H Kirmani,Syed Kirmani,29/12/1949,1976-1986,49,31,373,0,48,20.72,0,0,-,-,,IND,O
V Kohli*,Virat Kohli,05/11/1988,2008-,302,290,14181,51,183*,57.88,5,0,136.00,6.16,1/13,IND,O
P Krishnamurthy,Pallemoni Krishnamurthy,12/07/1947,1976-1976,1,1,6,0,6*,6.00,0,0,-,-,,IND,O
Kuldeep Yadav*,Kuldeep Yadav,14/12/1994,2017-,113,42,207,0,19*,9.86,181,9,26.44,4.99,6/25,IND,O
D S Kulkarni,Dhawal Kulkarni,10/12/1988,2014-2016,12,2,27,0,25,0.00,19,1,26.74,5.10,4/34,IND,O
N M Kulkarni,Nilesh Kulkarni,03/04/1973,1997-1998,10,5,11,0,5,5.50,11,0,32.45,5.33,3/27,IND,O
R R Kulkarni,Rajiv Kulkarni,25/09/1962,1983-1987,10,5,33,0,15*,16.50,10,0,34.50,4.66,3/42,IND,O
B Kumar*,Bhuvneshwar Kumar,05/02/1990,2012-2022,121,55,552,0,53,14.15,141,5,35.11,5.08,5/42,IND,O
M Kumar*,Mukesh Kumar,12/10/1993,2023-,6,2,10,0,6*,10.00,5,0,43.40,5.56,3/30,IND,O
P Kumar,Praveen Kumar,02/10/1986,2007-2012,68,33,292,0,54,13.90,77,3,36.03,5.13,4/31,IND,O
T A S Kumaran,Thirunavukkar Kumaran,30/12/1975,1999-2000,8,3,19,0,8*,6.33,9,0,38.67,5.52,3/24,IND,O
