Name,Known As,Born,Career,Matches,Inns,Runs,100s,HS,Bat Avg,Wkts,4W,Bowl Avg,E/R,Best,Country,Format
I D K Salisbury,Ian Salisbury,21/01/1970,1993-1994,4,2,7,0,5*,7.00,5,0,35.40,5.71,3/41,ENG,O
P D Salt*,Phil Salt,28/08/1996,2021-,33,31,988,1,122*,31.87,0,0,-,-,,ENG,O
G L S Scrimshaw*,George Scrimshaw,10/02/1998,2023-,2,0,0,0,0*,0.00,3,0,22.00,7.62,3/66,ENG,O
O A Shah,Owais Shah,22/10/1978,2001-2009,71,66,1834,1,107,30.57,7,0,26.29,5.72,3/15,ENG,O
K Shuttleworth,Kenneth Shuttleworth,13/11/1944,1971-1971,1,1,7,0,7*,7.00,1,0,29.00,3.11,1/29,ENG,O
R J Sidebottom,Ryan Sidebottom,15/01/1978,2001-2010,25,18,133,0,24*,13.30,29,0,35.83,4.88,3/19,ENG,O
C E W Silverwood,Christopher Silverwood,05/03/1975,1996-2001,7,4,17,0,12*,4.25,6,0,40.67,4.78,3/43,ENG,O
J A Simpson,John Simpson,13/07/1988,2021-2021,3,2,20,0,17*,10.00,0,0,-,-,,ENG,O
W N Slack,Wilfred Slack,12/12/1954,1986-1986,2,2,43,0,34*,21.50,0,0,-,-,,ENG,O
G C Small,Gladstone Small,18/10/1961,1987-1992,53,24,98,0,18,6.53,58,1,33.48,4.17,4/31,ENG,O
C L Smith,Christopher Smith,15/10/1958,1984-1984,4,4,109,0,70*,27.25,2,0,14.00,4.67,2/8,ENG,O
D M Smith,David Smith,09/01/1956,1986-1990,2,2,15,0,10,15.00,0,0,-,-,,ENG,O
J L Smith*,Jamie Smith,12/07/2000,2023-,10,9,157,0,49*,17.44,0,0,-,-,,ENG,O
M J Smith,Michael Smith,04/01/1942,1973-1974,5,5,70,0,31*,14.00,0,0,-,-,,ENG,O
N M K Smith,Neil Smith,27/07/1967,1996-1996,7,6,100,0,31*,20.00,6,0,31.67,4.37,3/29,ENG,O
R A Smith,Robin Smith,13/09/1963,1988-1996,71,70,2419,4,167,39.02,0,0,-,-,,ENG,O
J N Snape,Jeremy Snape,27/04/1973,2001-2002,10,7,118,0,38*,29.50,13,0,31.00,4.57,3/43,ENG,O
J A Snow,John Snow,13/10/1941,1971-1975,9,4,9,0,5,4.50,14,2,16.57,2.59,4/11,ENG,O
V S Solanki,Vikram Solanki,01/04/1976,2000-2006,51,46,1097,2,106*,26.76,1,0,105.00,5.68,1/17,ENG,O
D S Steele,David Steele,29/09/1941,1976-1976,1,1,8,0,8*,8.00,0,0,-,9.00,0/9,ENG,O
G B Stevenson,Graham Stevenson,16/12/1955,1980-1981,4,4,43,0,28,43.00,7,1,17.86,3.91,4/33,ENG,O
A J Stewart,Alec Stewart,08/04/1963,1989-2003,170,162,4677,4,116*,31.60,0,0,-,-,,ENG,O
B A Stokes*,Ben Stokes,04/06/1991,2011-,114,99,3463,5,182*,41.23,74,2,42.39,6.05,5/61,ENG,O
O P Stone*,Olly Stone,09/10/1993,2018-,10,6,24,0,9,8.00,9,1,44.33,6.08,4/85,ENG,O
A J Strauss,Andrew Strauss,02/03/1977,2003-2011,127,125,4205,6,158*,35.64,0,0,-,3.00,0/3,ENG,O
G P Swann,Graeme Swann,24/03/1979,2000-2013,79,48,500,0,34*,13.89,104,4,27.77,4.55,5/28,ENG,O
C J Tavare,Chris Tavare,27/10/1954,1980-1984,29,28,720,0,83,27.69,0,0,-,1.50,0/3,ENG,O
J P Taylor,Jonathan Taylor,08/08/1964,1993-1993,1,1,1,0,1*,1.00,0,0,-,6.67,0/20,ENG,O
J W A Taylor,James Taylor,06/01/1990,2011-2015,27,26,887,1,101*,42.24,0,0,-,-,,ENG,O
L B Taylor,Leslie Taylor,25/10/1953,1986-1986,2,1,1,0,1,0.00,0,0,-,3.36,0/17,ENG,O
R W Taylor,Robert Taylor,17/07/1941,1973-1984,27,17,130,0,26,13.00,0,0,-,-,,ENG,O
J G Thomas,John Thomas,12/08/1960,1986-1987,3,3,1,0,1,1.00,3,0,48.00,5.54,2/59,ENG,O
G P Thorpe,Graham Thorpe,01/08/1969,1993-2002,82,77,2380,0,89*,37.19,2,0,48.50,4.85,2/15,ENG,O
F J Titmus,Fred Titmus,24/11/1932,1975-1975,2,1,11,0,11*,11.00,3,0,17.67,5.68,3/53,ENG,O
R W Tolchard,Roger Tolchard,15/06/1946,1979-1979,1,0,0,0,0*,0.00,0,0,-,-,,ENG,O
R J W Topley*,Reece Topley,21/02/1994,2015-,30,14,35,0,15,11.67,47,3,26.74,5.42,6/24,ENG,O
J C Tredwell,James Tredwell,27/02/1982,2010-2015,45,25,163,0,30*,11.64,60,3,27.77,4.75,4/41,ENG,O
C T Tremlett,Christopher Tremlett,02/09/1981,2005-2011,15,11,50,0,19,7.14,15,1,47.00,5.40,4/32,ENG,O
M E Trescothick,Marcus Trescothick,25/12/1975,2000-2006,123,122,4335,12,137*,37.37,4,0,54.75,5.66,2/7,ENG,O
I J L Trott,Jonathan Trott,22/04/1981,2009-2013,68,65,2819,4,137*,51.25,2,0,83.00,5.44,2/31,ENG,O
J O Troughton,Jamie Troughton,02/03/1979,2003-2003,6,5,36,0,20*,9.00,0,0,-,-,,ENG,O
A J Tudor,Alex Tudor,23/10/1977,2002-2002,3,2,9,0,6*,9.00,4,0,34.00,6.43,2/30,ENG,O
P C R Tufnell,Phil Tufnell,29/04/1966,1990-1997,20,10,15,0,5,15.00,19,1,36.79,4.11,4/22,ENG,O
J A Turner*,John Turner,10/04/2001,2024-,2,1,2,0,2,0.00,2,0,34.00,6.18,2/42,ENG,O
S D Udal,Shaun Udal,18/03/1969,1994-2005,11,7,35,0,11,11.67,9,0,44.44,3.92,2/37,ENG,O
D L Underwood,Derek Underwood,08/06/1945,1973-1982,26,13,53,0,17*,5.89,32,1,22.94,3.45,4/44,ENG,O
M P Vaughan,Michael Vaughan,29/10/1974,2001-2007,86,83,1982,0,90,27.15,16,1,40.56,4.89,4/22,ENG,O
J M Vince*,James Vince,14/03/1991,2015-,25,22,616,1,102*,28.00,1,0,38.00,5.43,1/18,ENG,O
S L Watkin,Steven Watkin,15/09/1964,1994-1994,4,2,4,0,4*,2.00,7,1,27.57,5.24,4/49,ENG,O
M Watkinson,Michael Watkinson,01/08/1961,1996-1996,1,0,0,0,0*,0.00,0,0,-,4.78,0/43,ENG,O
A P Wells,Alan Wells,02/10/1961,1995-1995,1,1,15,0,15*,15.00,0,0,-,-,,ENG,O
C M Wells,Colin Wells,03/03/1960,1985-1985,2,2,22,0,17*,11.00,0,0,-,-,,ENG,O
V J Wells,Vincent Wells,06/08/1965,1999-1999,9,7,141,0,39*,20.14,8,0,23.63,5.15,3/30,ENG,O
A G Wharf,Alexander Wharf,04/06/1975,2004-2005,13,5,19,0,9*,9.50,18,1,23.78,4.40,4/24,ENG,O
J J Whitaker,John Whitaker,05/05/1962,1987-1987,2,2,48,0,44,48.00,0,0,-,-,,ENG,O
C White,Craig White,16/12/1969,1994-2003,51,41,568,0,57,15.78,65,2,26.55,4.38,5/21,ENG,O
D J Willey*,David Willey,28/02/1990,2015-,73,46,663,0,51*,24.56,100,5,29.77,5.52,5/30,ENG,O
P Willey,Peter Willey,06/12/1949,1977-1986,26,24,538,0,64*,23.39,13,0,50.69,3.84,3/33,ENG,O
R G D Willis,Bob Willis,30/05/1949,1973-1984,64,22,83,0,24*,10.38,80,4,24.60,3.28,4/11,ENG,O
C R Woakes*,Chris Woakes,02/03/1989,2011-,122,88,1524,0,95,23.81,173,14,30.02,5.43,6/45,ENG,O
B Wood,Barry Wood,26/12/1942,1972-1982,13,12,314,0,78,31.40,9,0,24.89,3.20,2/14,ENG,O
L Wood*,Luke Wood,02/08/1995,2022-,1,1,10,0,10*,10.00,0,0,-,5.90,0/59,ENG,O
M A Wood*,Mark Wood,11/01/1990,2015-,70,29,168,0,43,12.92,80,2,40.83,5.59,4/33,ENG,O
R A Woolmer,Robert Woolmer,14/05/1948,1972-1976,6,4,21,0,9*,5.25,9,0,28.89,4.86,3/33,ENG,O
L J Wright,Luke Wright,07/03/1985,2007-2014,50,39,707,0,52*,20.20,15,0,58.93,5.11,2/34,ENG,O
M H Yardy,Michael Yardy,27/11/1980,2006-2011,28,24,326,0,60,20.38,21,0,51.19,4.84,3/24,ENG,O
Total Players = 279,,,,,,,,,,,,,,,ENG,O
